Precision_Normal,Precision_Cancer,Recall_Normal,Recall_Cancer,Auc_Score,F1_Score,
0.8363636363636363,0.7352941176470589,0.8363636363636363,0.7352941176470589,0.7858288770053476,0.7858288770053476
