Precision_Normal,Precision_Cancer,Recall_Normal,Recall_Cancer,Auc_Score,F1_Score,
0.8392857142857143,0.7575757575757576,0.8545454545454545,0.7352941176470589,0.7949197860962567,0.7965577517816324
