Precision_Normal,Precision_Cancer,Recall_Normal,Recall_Cancer,Auc_Score,F1_Score,
0.8275862068965517,0.7741935483870968,0.8727272727272727,0.7058823529411765,0.7893048128342247,0.7940095302927161
